activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,31,2,2,1,2,75000.0,76.66,4.15,1.34,2,NA,NA,NA,NA,NA,300,NA,1,2,2,2,2,615000,1,1,3,5,1,NA,185,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3672,14.9800000000000004,95700,161,1158,1211,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,65000.0,58.9,3.9,1.09,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,515000,1,1,3,5,1,NA,72,42,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4673,11.5999999999999996,95700,159,1391,1507,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053416,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,2,2,1,2,105000.0,38.93,3.85,1.02,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,445000,1,1,3,5,1,NA,128,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6427,32.9200000000000017,95700,142,1366,1829,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054105,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,45000.0,82.7,4.75,1.93,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,275000,1,1,3,5,1,NA,113,30%-<36%,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,45-54,No,No,1,1,6,,,,,10,,,,12606,53.1899999999999977,95700,95,3718,4920,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,1,2,1,2,55000.0,27.47,3.6,0.79,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,185000,1,1,3,5,1,NA,39,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,5744,48.5700000000000003,95700,68,1381,2092,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053108,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,35000.0,9.38,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,325000,1,1,3,5,1,NA,13,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,3,,,7101,19.0100000000000016,95700,89,2027,2755,15
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,155000.0,21.69,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,103,49,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,NA,1,1,6,,,,,7,,,,4164,21.8500000000000014,95700,102,1189,1405,46
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053421,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,1,2,1,2,405000.0,61.54,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,NA,1,1,3,5,1,NA,271,20%-<30%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,1,1,6,,,,,9,,,,5350,30.6000000000000014,95700,133,1369,1671,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053108,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,NA,1,1,3,5,1,NA,78,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,7101,19.0100000000000016,95700,89,2027,2755,15
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,155000.0,79.98,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,655000,1,1,3,5,1,NA,57,>60%,1,9,2,,,,,2,,,,,1,2,5,,,,,5,,,,,1,2,1,2,1,2,65-74,65-74,Yes,Yes,1,1,6,,,,,1,,,,6544,30.3299999999999983,95700,106,920,1085,15
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,1,2,1,2,135000.0,27.08,3.45,0.61,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,485000,1,1,3,5,1,NA,44,47,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3222,7.04999999999999982,95700,159,1151,1271,27
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052809,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,15000.0,79.98,4.4,1.55,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,315000,1,1,3,5,1,NA,105,39,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,45-54,No,No,1,1,6,,,,,10,,,,3162,32.4500000000000028,95700,77,862,1027,21
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053009,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,75000.0,53.33,4.05,1.2,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,305000,1,1,3,5,1,NA,172,20%-<30%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,8074,47.3400000000000034,95700,88,2002,2694,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054209,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,2,2,2,1,2,35000.0,72.54,4.15,1.33,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,505000,1,1,3,5,1,NA,112,20%-<30%,1,9,2,,,,,2,,,,,1,1,5,,,,,2,,,,,1,1,1,2,1,1,35-44,35-44,No,No,1,1,6,,,,,10,,,,9860,42.7199999999999989,95700,145,2858,3380,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053509,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,75000.0,48.02,3.85,1.04,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,775000,1,1,3,5,1,NA,61,41,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,5244,22.6000000000000014,95700,157,1697,1944,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,NA,1,1,3,5,1,NA,160,42,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,4673,11.5999999999999996,95700,159,1391,1507,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183050400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,215000.0,48.77,3.3,0.4,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,435000,1,1,3,5,1,NA,107,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,1771,21.3399999999999999,95700,126,385,618,46
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052806,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,135000.0,75.79,3.85,0.95,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,635000,1,1,3,5,1,NA,293,42,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,2,1,1,45-54,45-54,No,No,1,1,6,,,,,10,,,,16788,88.7099999999999937,95700,68,4237,5198,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053418,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,1,2,215000.0,44.58,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,495000,1,1,3,5,1,NA,63,49,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,6145,26.9800000000000004,95700,112,1373,2006,24
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,75000.0,44.07,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,225000,1,1,3,5,1,NA,52,44,1,9,2,,,,,3,,,,,1,2,5,,,,,6,,,,,1,2,1,3,1,2,55-64,55-64,Yes,Yes,1,1,6,,,,,7,,,,5620,37.9699999999999989,95700,93,1590,2149,22
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053109,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,45000.0,63.59,4.15,1.34,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,225000,1,1,3,5,1,NA,45,43,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,8706,29.5899999999999999,95700,100,2590,3039,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,105000.0,75.69,4.15,1.35,2,NA,NA,NA,NA,NA,300,NA,1,2,2,2,2,365000,1,1,3,5,1,NA,102,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,10748,34.5900000000000034,95700,78,2632,3531,21
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053417,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,155000.0,78.7,3.85,1.04,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,295000,1,1,3,5,1,NA,149,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2995,41.2000000000000028,95700,84,556,1013,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053726,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,25000.0,15.62,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,165000,1,1,3,5,1,NA,5,>60%,1,10,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,3377,48.4200000000000017,95700,82,642,1053,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054016,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,85000.0,79.1,4.25,1.42,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,425000,1,1,3,5,1,NA,101,30%-<36%,1,9,2,,,,,3,,,,,1,2,5,,,,,6,,,,,1,2,1,3,1,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5754,20.0199999999999996,95700,113,1666,2023,21
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054211,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,105000.0,77.87,4.15,1.31,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,535000,1,1,3,5,1,NA,278,42,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,10785,23.9899999999999984,95700,118,2839,3577,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,1,2,1,2,455000.0,85.0,3.4,0.56,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,535000,1,1,3,5,1,NA,NA,20%-<30%,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,2,1,1,55-64,55-64,No,No,1,1,6,,,,,10,,,,4673,11.5999999999999996,95700,159,1391,1507,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053207,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,2,2,1,2,95000.0,79.36,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,415000,1,1,3,5,1,NA,151,44,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,35-44,65-74,No,Yes,1,1,6,,,,,9,1,,,7903,18.4499999999999993,95700,129,2461,2750,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054211,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,125000.0,79.98,4.15,1.33,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,515000,1,1,3,5,1,NA,NA,<20%,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,10785,23.9899999999999984,95700,118,2839,3577,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053111,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,35000.0,51.75,3.65,0.83,2,NA,NA,NA,NA,NA,300,NA,1,2,2,2,2,365000,1,1,3,5,1,NA,NA,<20%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,6034,36.7100000000000009,95700,97,1722,1979,24
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,4,1,2,1,2,125000.0,45.28,3.6,0.76,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,265000,1,1,3,5,1,NA,36,41,1,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,7743,35.6499999999999986,95700,75,909,1735,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053417,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,55000.0,16.39,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,29,48,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,4,,,,2995,41.2000000000000028,95700,84,556,1013,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,1,2,1,2,185000.0,51.29,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,NA,1,1,3,5,1,NA,62,42,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,4,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053415,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,205000.0,73.0,3.2,0.3,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,535000,1,1,3,5,1,NA,138,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3450,33.2999999999999972,95700,162,926,1079,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053509,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,225000.0,62.38,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,NA,1,1,3,5,1,NA,173,48,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,45-54,No,No,1,1,6,,,,,1,,,,5244,22.6000000000000014,95700,157,1697,1944,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053418,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,75000.0,67.38,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,325000,1,1,3,5,1,NA,177,<20%,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,3,,,,6145,26.9800000000000004,95700,112,1373,2006,24
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053425,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,205000.0,79.98,4.0,1.17,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,425000,1,1,3,5,1,NA,301,<20%,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,No,No,1,1,6,,,,,10,,,,2917,45.2899999999999991,95700,163,595,713,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053413,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,2,2,1,2,405000.0,79.76,4.0,1.16,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,735000,1,1,3,5,1,NA,261,20%-<30%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5771,21.8299999999999983,95700,144,1562,1876,15
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053418,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,75000.0,70.04,3.95,1.02,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,375000,1,1,3,5,1,NA,62,42,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,6145,26.9800000000000004,95700,112,1373,2006,24
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,15000.0,79.98,4.25,1.41,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,275000,1,1,3,5,1,NA,112,20%-<30%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,7751,26.1499999999999986,95700,121,2124,2253,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053807,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,NA,1,1,3,5,1,NA,223,<20%,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,<25,55-64,No,No,1,1,6,,,,,3,,,,3856,12.5299999999999994,95700,185,1169,1377,26
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053506,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,175000.0,79.98,4.0,1.15,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,335000,1,1,3,5,1,NA,282,<20%,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,35-44,35-44,No,No,1,1,6,,,,,10,,,,5210,12.6699999999999999,95700,120,1577,1979,34
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053805,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,45000.0,58.31,4.05,1.21,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,375000,1,1,3,5,1,NA,47,42,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,1982,8.73000000000000043,95700,225,662,726,22
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183050500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,105000.0,53.28,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,185000,1,1,3,5,1,NA,11,>60%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,3736,35.6300000000000026,95700,61,954,1557,57
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,1,2,55000.0,47.92,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,255000,1,1,3,5,1,NA,56,37,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,6055,96.019999999999996,95700,61,1110,1646,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053421,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,55000.0,73.47,4.25,1.41,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,675000,1,1,3,5,1,NA,147,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5350,30.6000000000000014,95700,133,1369,1671,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183051600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,1,2,215000.0,23.16,3.75,0.91,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,935000,1,1,3,5,1,NA,87,42,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,>74,55-64,Yes,Yes,1,1,6,,,,,10,,,,4729,2.39000000000000012,95700,187,1517,1971,64
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,25000.0,79.97,4.0,1.17,2,NA,NA,NA,NA,NA,300,NA,1,2,1,1,2,245000,1,1,3,5,1,NA,NA,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7017,31.1700000000000017,95700,101,1999,2435,36
